X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
0.05,0.06,0.08,0.08,0.08,0.14,0.09,0.12,0.16,0.16,0.1,0.17,0.11,0.12,0.14,0.09,0.04,0.07,0.07,0.12,0.14,0.11,0.09,0.08,0.11,0.13,0.1,0.04,0.1,0.13,0,7.19,-0.11,1912.5,1275,2175,8.16,3.62,2.73,9.78,4.81,9.78,12.17,Walking
0,0.01,0.07,0.12,0.13,0.14,0.14,0.14,0.11,0.16,0.08,0.04,0.1,0.07,0.1,0.09,0.08,0.07,0.06,0.23,0.08,0.11,0.16,0.12,0.08,0.09,0.08,0.09,0.1,0.11,0,8.16,-0.61,1366.67,329.31,1650,7.22,7.58,5.6,8.4,8.55,8.4,14.76,Jogging
0.06,0.08,0.08,0.14,0.1,0.08,0.06,0.1,0.11,0.08,0.1,0.08,0.06,0.08,0.08,0.1,0.1,0.1,0.12,0.07,0.06,0.13,0.08,0.09,0.08,0.09,0.1,0.1,0.11,0.06,0,5.74,-0.76,1237.5,1862.5,1650,5.84,1.91,1.44,7.85,3.17,7.85,8.94,Walking
0,0,0,0.01,0.31,0.48,0.13,0.04,0.01,0.03,0.02,0.01,0.02,0.15,0.43,0.33,0.06,0,0,0,0.02,0.07,0.12,0.23,0.11,0.27,0.14,0.02,0.01,0.03,0,6.82,0.04,325,377.78,200,6.32,0.36,0.22,6.35,0.62,6.35,9.34,Standing
0.15,0.1,0.1,0.07,0.09,0.04,0.11,0.07,0.15,0.14,0.1,0.12,0.09,0.12,0.1,0.11,0.1,0.08,0.06,0.14,0.12,0.13,0.11,0.11,0.1,0.07,0.08,0.08,0.07,0.14,0,7,1.55,1640,355.56,1166.67,5.42,7.37,3.25,6.81,8.73,6.81,12.16,Jogging
0.13,0.13,0.08,0.08,0.1,0.03,0.15,0.09,0.14,0.09,0.12,0.13,0.11,0.13,0.06,0.07,0.06,0.1,0.11,0.11,0.15,0.09,0.07,0.11,0.07,0.12,0.09,0.15,0.11,0.07,0,8.09,-0.6,3250,426.19,2150,8.36,7.54,4.82,9.52,8.48,9.52,15.22,Jogging
0.09,0.08,0.09,0.1,0.09,0.12,0.11,0.11,0.16,0.09,0.07,0.1,0.07,0.09,0.17,0.13,0.15,0.07,0.09,0.08,0.07,0.1,0.12,0.09,0.1,0.11,0.11,0.09,0.11,0.12,0,9.33,0.86,1975,1466.67,3950,1.31,1.89,1.78,1.76,2.74,1.76,9.84,Upstairs
0.1,0.12,0.11,0.12,0.12,0.08,0.07,0.09,0.12,0.1,0.11,0.11,0.13,0.1,0.06,0.09,0.13,0.1,0.11,0.07,0.07,0.11,0.14,0.12,0.12,0.09,0.11,0.08,0.11,0.08,0,7.28,1.51,937.5,508.33,1975,3.09,8.02,2.81,3.83,9.02,3.83,11.12,Jogging
0.12,0.1,0.09,0.12,0.1,0.09,0.08,0.1,0.14,0.09,0.1,0.09,0.13,0.11,0.08,0.1,0.1,0.1,0.09,0.12,0.1,0.1,0.08,0.11,0.09,0.13,0.07,0.13,0.1,0.1,0,0.84,0.86,2800,2725,2075,9.28,4.31,3.76,11.03,5.41,11.03,11.93,Upstairs
0.13,0.09,0.1,0.1,0.08,0.09,0.12,0.08,0.11,0,0.07,0.11,0.1,0.13,0.07,0.11,0.11,0.13,0.1,0,0.12,0.13,0.12,0.1,0.1,0.09,0.09,0.08,0.11,0,0,10.24,0.82,3250,915,2250,3.14,3.05,3.2,3.97,3.79,3.97,11.76,Downstairs
0.14,0.1,0.18,0.05,0.14,0.08,0.07,0.08,0.1,0.08,0.1,0.09,0.07,0.13,0.09,0.07,0.11,0.13,0.11,0.04,0.13,0.09,0.05,0.09,0.13,0.1,0.09,0.13,0.11,0.1,0,10.5,-0.2,1087.5,514.29,3300,10.42,6.7,4.24,12.06,7.84,12.06,17.16,Jogging
0.14,0.11,0.11,0.12,0.09,0.08,0.09,0.07,0.11,0.09,0.1,0.12,0.1,0.11,0.08,0.1,0.1,0.1,0.09,0.1,0.11,0.13,0.09,0.08,0.08,0.12,0.11,0.09,0.11,0.1,0,10.08,-1.94,2200,905,2783.33,4.09,3.55,2.58,5.27,4.49,5.27,12.04,Upstairs
0.05,0.08,0.06,0.06,0.11,0.12,0.05,0.11,0.17,0.07,0,0.04,0.08,0.08,0.13,0.13,0.08,0.18,0.11,0.19,0.05,0.13,0.11,0.13,0.16,0.09,0.07,0.09,0.12,0.09,0,3.1,0.98,325.86,781.82,2625,10.32,6.89,3.86,12.4,8.3,12.4,14.61,Jogging
0.1,0.09,0.07,0.08,0.15,0.1,0.08,0.09,0.11,0.13,0.12,0.13,0.13,0.11,0.08,0.09,0.12,0.06,0.08,0.1,0.09,0.05,0.06,0.15,0.14,0.09,0.09,0.14,0.09,0.13,0,6.12,-1.02,1441.67,3750,3225,8.46,3.28,2.4,9.71,4.32,9.71,11.82,Walking
0.12,0.11,0.1,0.09,0.09,0.09,0.11,0.1,0.11,0.09,0.14,0.08,0.09,0.1,0.1,0.09,0.06,0.16,0.12,0.08,0.11,0.09,0.11,0.1,0.09,0.07,0.1,0.1,0.14,0.1,0,9.75,0.93,1000,1038.89,2825,2.71,3.93,2.79,3.41,4.87,3.41,11,Upstairs
0.06,0.06,0.1,0.09,0.09,0.07,0.06,0.06,0.06,0.04,0.06,0.06,0.14,0.07,0.08,0.06,0.04,0.07,0.06,0.04,0.03,0.04,0.05,0.09,0.11,0.06,0.09,0.09,0.05,0.06,0,-2.18,0.79,2300,1500,1137.5,4.82,2.87,1.28,9.64,5.59,9.64,6.36,Upstairs
0.11,0.1,0.12,0.1,0.08,0.12,0.09,0.09,0.08,0.13,0.1,0.12,0.09,0.1,0.09,0.1,0.11,0.1,0.1,0.11,0.09,0.12,0.11,0.09,0.11,0.11,0.09,0.06,0.12,0.13,0,10.16,0.61,3800,629.17,2150,2.22,3.95,3.49,2.8,4.79,2.8,11.54,Walking
0.13,0.12,0.07,0.08,0.08,0.09,0.1,0.08,0.09,0.17,0.11,0.11,0.08,0.1,0.12,0.07,0.08,0.09,0.14,0,0.1,0.11,0.07,0.11,0.14,0.12,0.07,0.08,0.08,0.13,0,7.81,-0.56,639.29,650,4350,9.2,7.93,3.9,11.19,8.92,11.19,15.16,Jogging
0.09,0.09,0.12,0.14,0.08,0.1,0.1,0.13,0.09,0.05,0.1,0.08,0.12,0.1,0.11,0.11,0.12,0.11,0.09,0,0.11,0.07,0.1,0.11,0.07,0.13,0.12,0.1,0.11,0.11,0,7.01,-0.97,1250,514.71,3016.67,8.12,7.4,3.29,10.17,8.45,10.17,13.52,Jogging
0.04,0.1,0.08,0.1,0.08,0.09,0.08,0.14,0.17,0.15,0.1,0.13,0.11,0.11,0.1,0.12,0.06,0.13,0.05,0.11,0.09,0.15,0.09,0.09,0.09,0.09,0.08,0.11,0.12,0.12,0,8.9,1.7,4675,972.22,2200,3.93,3.54,2.5,4.61,4.25,4.61,10.58,Walking
0.1,0.12,0.07,0.15,0.1,0.1,0.05,0.08,0.11,0.15,0.12,0.11,0.11,0.06,0.14,0.11,0.08,0.05,0.09,0.15,0.11,0.1,0.08,0.1,0.05,0.13,0.13,0.13,0.06,0.12,0,0.13,-5.08,715.38,1883.33,4550,9.67,6.05,4.22,11.35,7.58,11.35,14.55,Walking
0.08,0.11,0.11,0.11,0.1,0.09,0.1,0.1,0.11,0.11,0.07,0.1,0.09,0.13,0.1,0.12,0.13,0.08,0.08,0.03,0.05,0.13,0.12,0.13,0.1,0.07,0.09,0.13,0.1,0.11,0,9.19,1.97,1850,382,1590,3.5,7.29,4.64,4.47,8.45,4.47,13.25,Jogging
0.09,0.1,0.13,0.09,0.11,0.11,0.13,0.09,0.08,0.09,0.09,0.13,0.09,0.11,0.1,0.08,0.12,0.11,0.1,0.08,0.09,0.12,0.08,0.11,0.12,0.08,0.1,0.1,0.15,0.09,0,10.08,-0.07,1075,1075,1690,4.17,4.03,4.17,5.03,4.88,5.03,12.5,Walking
0.12,0.12,0.07,0.11,0.12,0.08,0.12,0.11,0.09,0.09,0.12,0.11,0.1,0.1,0.13,0.06,0.1,0.1,0.09,0.12,0.12,0.12,0.08,0.07,0.1,0.11,0.12,0.1,0.12,0.09,0,8.12,-1.42,1925,2775,2775,5.14,3.21,2.86,5.85,3.78,5.85,10.78,Walking
0.09,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.14,0.08,0.08,0.1,0.1,0.08,0.16,0.11,0.09,0.12,0.08,0.1,0.09,0.05,0.15,0.11,0.09,0.12,0.13,0.1,0.1,0.1,0,6.74,0.53,4125,1710,3800,6.66,2.96,2.46,7.79,3.83,7.79,10.34,Walking
0.02,0.02,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.01,0.03,0.01,0.05,0.03,0.04,0.03,0.03,0.03,0.05,0.03,0.02,0.05,0.04,0.02,0.04,0.05,0.01,0.03,0.02,0.05,0,2.97,0.7,475,883.33,1200,0.56,2.06,0.65,2.46,7.65,2.46,3.22,Downstairs
0.04,0.09,0.1,0.11,0.1,0.12,0.12,0.12,0.1,0.13,0.13,0.1,0.1,0.1,0.12,0.13,0.08,0.08,0.08,0.09,0.1,0.09,0.08,0.13,0.08,0.11,0.1,0.1,0.1,0.12,0,6.48,0.2,4025,2350,3525,7.59,2.82,2.45,9.19,3.65,9.19,11.07,Walking
0.27,0.18,0.08,0.11,0.06,0.04,0.06,0.07,0.05,0,0.08,0.07,0.08,0.03,0.08,0.08,0.12,0.09,0.14,0,0.1,0.1,0.11,0.06,0.06,0.05,0.09,0.12,0.19,0,0,9.3,0.14,1150,3100,4250,5.28,3.01,2.4,6.54,3.7,6.54,11.65,Upstairs
0.09,0.12,0.1,0.11,0.13,0.07,0.09,0.15,0.1,0.07,0.1,0.12,0.15,0.08,0.1,0.09,0.1,0.11,0.05,0,0.08,0.13,0.11,0.09,0.07,0.11,0.12,0.08,0.09,0.14,0,8.22,-0.47,2183.33,505.56,962.5,7.99,7.82,4.87,9.3,9.44,9.3,15.24,Jogging
0.09,0.09,0.1,0.11,0.12,0.11,0.13,0.11,0.1,0.07,0.08,0.1,0.09,0.14,0.09,0.1,0.11,0.13,0.11,0.07,0.09,0.05,0.12,0.12,0.12,0.13,0.1,0.11,0.07,0.11,0,10.19,0.62,3825,1085.71,1050,1.9,3.54,3.11,2.5,4.29,2.5,11.28,Walking
0.08,0.12,0.09,0.13,0.12,0.08,0.1,0.1,0.12,0.09,0.07,0.15,0.1,0.09,0.12,0.09,0.1,0.1,0.14,0.07,0.11,0.12,0.08,0.11,0.08,0.08,0.1,0.17,0.1,0.08,0,9.64,-1.7,2050,1300,1416.67,3.6,3.77,2.44,4.4,4.62,4.4,11.17,Upstairs
0.11,0.09,0.09,0.09,0.1,0.14,0.09,0.1,0.06,0.16,0.09,0.14,0.09,0.12,0.11,0.07,0.09,0.09,0.1,0.13,0.07,0.11,0.1,0.1,0.12,0.13,0.09,0.09,0.12,0.08,0,9.78,0.04,1200,1170,2900,2.28,3.14,2.07,2.95,3.77,2.95,10.51,Walking
0.11,0.13,0.11,0.08,0.13,0.09,0.09,0.06,0.1,0.1,0.12,0.06,0.12,0.07,0.08,0.13,0.13,0.12,0.11,0.01,0.11,0.11,0.12,0.1,0.06,0.09,0.06,0.1,0.15,0.12,0,10.15,0.27,1264.29,419.57,1275,10.29,6.91,4.68,12.01,8.05,12.01,17.28,Jogging
0.08,0.13,0.07,0.09,0.13,0.12,0.13,0.09,0.07,0.11,0.07,0.12,0.08,0.09,0.14,0.13,0.1,0.11,0.11,0.08,0.08,0.08,0.11,0.09,0.1,0.09,0.12,0.14,0.15,0.06,0,9.87,0.64,1933.33,481.58,1975,1.97,2.65,2.05,2.4,3.21,2.4,10.56,Walking
0.12,0.13,0.13,0.11,0.11,0.13,0.05,0.04,0.07,0.12,0.22,0.05,0.02,0.09,0.05,0.1,0.14,0.12,0.08,0.08,0.21,0.15,0.09,0.05,0.08,0.08,0.1,0.11,0.1,0.06,0,6.74,-2.71,1875,452.5,3900,8.36,8.02,3.49,10.62,9.12,10.62,14.31,Jogging
0.07,0.07,0.08,0.05,0.05,0.04,0.04,0.01,0.05,0.05,0.08,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.05,0.03,0.04,0.02,0.05,0.05,0.05,0.03,0.06,0.05,0.07,0.06,0,3.36,0.63,750,650,1050,4.02,2.12,1.34,9.49,5.74,9.49,6.01,Downstairs
0.16,0.12,0.21,0.15,0.1,0.06,0.06,0.11,0.02,0,0.05,0.15,0.18,0.16,0.08,0.04,0.11,0.09,0.08,0,0.08,0.11,0.12,0.18,0.19,0.14,0.09,0.05,0.03,0,0,9.3,-0.78,3000,572.73,3000,4.83,3.5,2.26,5.98,4.25,5.98,11.29,Walking
0.06,0.15,0.12,0.13,0.14,0.08,0.11,0.14,0.03,0.07,0.07,0.08,0.11,0.14,0.11,0.07,0.09,0.08,0.13,0.13,0.06,0.11,0.12,0.1,0.15,0.08,0.12,0.17,0.1,0.02,0,8.69,-2.27,4425,402.08,2075,3.8,6.2,2.06,4.8,6.92,4.8,10.85,Jogging
0,0.01,0.05,0.03,0.06,0.07,0.09,0.17,0.31,0.24,0.06,0.19,0.23,0.21,0.08,0.03,0.06,0.11,0.06,0,0.01,0.11,0.08,0.13,0.1,0.1,0.1,0.15,0.17,0.07,0,7.38,0.06,1166.67,1790,3550,7.26,2.39,2.37,8.31,3.04,8.31,11.29,Walking
0.03,0.08,0.07,0.07,0.09,0.13,0.14,0.16,0.1,0.12,0.12,0.11,0.11,0.14,0.08,0.11,0.09,0.09,0.08,0.08,0.11,0.08,0.1,0.08,0.07,0.08,0.09,0.11,0.07,0.19,0,7.93,2.69,175,875,175,1.64,2.77,2.39,2.6,3.6,2.6,9.52,Downstairs
0.04,0.12,0.12,0.12,0.11,0.13,0.1,0.1,0.1,0,0.1,0.12,0.09,0.1,0.08,0.12,0.12,0.08,0.13,0,0.1,0.12,0.11,0.1,0.12,0.11,0.09,0.11,0.1,0,0,8.73,0.46,2350,404.17,1183.33,2.72,8,3.88,3.62,9.07,3.62,12.38,Jogging
0.33,0.18,0.08,0.04,0.04,0.05,0.06,0.08,0.1,0.05,0,0.02,0.01,0.03,0.12,0.1,0.12,0.18,0.19,0.25,0.04,0.12,0.21,0.17,0.11,0.08,0.1,0.04,0.08,0.07,0,-0.07,0.15,1575,1300,1633.33,11.34,7.55,3.77,13.2,9.22,13.2,15.97,Jogging
0.11,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.15,0.09,0.14,0.11,0.09,0.1,0.08,0.08,0.1,0.07,0.15,0.1,0.08,0.1,0.1,0.12,0.12,0.08,0.09,0.1,0.14,0.11,0,9.18,0.23,1450,1033.33,1550,4.14,2.85,1.38,5.19,3.51,5.19,10.58,Walking
0.09,0.12,0.16,0.1,0.09,0.11,0.12,0.09,0.07,0.08,0.13,0.09,0.11,0.09,0.12,0.07,0.09,0.1,0.07,0.15,0.13,0.1,0.07,0.09,0.1,0.08,0.11,0.12,0.12,0.1,0,8.66,2.65,3875,1516.67,1483.33,1.41,2.73,2.04,1.85,3.46,1.85,9.65,Upstairs
0.1,0.11,0.09,0.09,0.12,0.11,0.09,0.07,0.13,0.08,0.13,0.1,0.12,0.11,0.06,0.08,0.1,0.13,0.11,0.02,0.07,0.08,0.08,0.15,0.09,0.13,0.1,0.1,0.12,0.1,0,7.82,-0.14,573.33,389.58,1650,9.29,7.63,4.86,10.78,8.66,10.78,15.74,Jogging
0.06,0.11,0.1,0.09,0.12,0.15,0.11,0.14,0.1,0.05,0.05,0.06,0.12,0.15,0.12,0.12,0.08,0.09,0.18,0.06,0.02,0.12,0.09,0.1,0.1,0.08,0.16,0.14,0.11,0.11,0,10.15,1.8,4825,1450,3400,1.25,3.1,2.4,1.65,3.65,1.65,10.79,Walking
0.02,0.03,0.05,0.01,0.02,0.04,0.03,0.05,0.03,0.01,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.02,0.04,0.04,0.04,0.03,0,2.2,0.43,516.67,1000,1025,1,1.64,0.44,4.6,7.09,4.6,2.59,Walking
0.08,0.1,0.13,0.14,0.11,0.09,0.07,0.11,0.08,0.11,0.09,0.13,0.06,0.08,0.09,0.11,0.12,0.12,0.12,0.11,0.1,0.12,0.09,0.06,0.12,0.09,0.1,0.15,0.08,0.11,0,10.15,-1.51,2650,813.64,2650,3.81,3.16,3.05,4.99,4.02,4.99,12,Walking
0.06,0.11,0.12,0.13,0.12,0.1,0.13,0.1,0.1,0.06,0.08,0.1,0.12,0.13,0.08,0.09,0.07,0.12,0.12,0.12,0.06,0.13,0.11,0.12,0.07,0.15,0.11,0.13,0.11,0.02,0,8.48,-2.41,3300,400,1100,3.68,6.37,2.25,4.68,7.05,4.68,10.79,Jogging
0.12,0.15,0.07,0.08,0.06,0.1,0.11,0.09,0.14,0.12,0.15,0.07,0.12,0.08,0.09,0.09,0.11,0.1,0.12,0.11,0.16,0.12,0.15,0.07,0.07,0.03,0.08,0.11,0.12,0.13,0,9.59,2.17,1475,830,3350,2.41,3.35,2.33,2.91,4.16,2.91,10.61,Walking
0.12,0.13,0.08,0.09,0.09,0.07,0.08,0.13,0.15,0,0.07,0.09,0.12,0.1,0.13,0.09,0.11,0.1,0.11,0,0.1,0.09,0.09,0.11,0.09,0.12,0.11,0.1,0.11,0,0,10.1,-0.29,325,1533.33,3025,3.47,3.52,2.13,4.37,4.24,4.37,11.33,Upstairs
0.14,0.1,0.14,0.1,0.11,0.09,0.08,0.13,0.07,0,0.07,0.09,0.09,0.08,0.12,0.14,0.1,0.14,0.11,0,0.05,0.11,0.07,0.12,0.1,0.15,0.07,0.11,0.14,0,0,9.92,0.28,1675,994.44,2800,4.39,3.11,2.74,5.64,3.86,5.64,11.72,Walking
0.14,0.1,0.09,0.09,0.1,0.08,0.07,0.11,0.13,0.11,0.12,0.11,0.1,0.13,0.1,0.05,0.08,0.11,0.08,0.12,0.1,0.08,0.13,0.09,0.1,0.11,0.09,0.09,0.09,0.14,0,8.27,1.4,3700,485,1233.33,4.97,6.45,3.98,6.08,7.82,6.08,12.46,Jogging
0.09,0.1,0.06,0.09,0.07,0.08,0.05,0.09,0.07,0.09,0.12,0.09,0.1,0.06,0.07,0.07,0.06,0.07,0.06,0.11,0.07,0.09,0.06,0.08,0.1,0.08,0.07,0.09,0.06,0.1,0,7.28,2.77,1716.67,1125,2075,1.39,2.61,1.49,2.18,4.29,2.18,8.14,Downstairs
0.04,0.06,0.09,0.08,0.12,0.1,0.19,0.2,0.11,0.05,0.17,0.2,0.14,0.11,0.13,0.11,0.06,0.05,0.03,0.03,0.11,0.09,0.12,0.15,0.11,0.1,0.08,0.09,0.1,0.06,0,-8.89,0.14,2000,783.33,4325,6.26,7.72,3.41,7.49,9.24,7.49,14.77,Jogging
0.1,0.12,0.05,0.07,0.07,0.14,0.15,0.09,0.04,0.19,0.11,0.16,0.11,0.09,0.08,0.04,0.05,0.09,0.12,0.16,0.16,0.07,0.08,0.1,0.11,0.11,0.11,0.08,0.12,0.1,0,-2.41,-0.98,3375,1230,2250,7.99,7.57,6.1,10.48,8.91,10.48,14.3,Jogging
0.08,0.06,0.1,0.1,0.09,0.08,0.1,0.09,0.19,0.12,0.09,0.09,0.14,0.06,0.11,0.1,0.09,0.06,0.09,0.18,0.11,0.08,0.13,0.09,0.06,0.12,0.1,0.17,0.07,0.09,0,9.19,2.23,2850,864.29,2783.33,2.8,4.34,3.52,3.61,5.24,3.61,11.36,Downstairs
0.05,0.13,0.06,0.09,0.1,0.18,0.08,0.13,0.09,0.1,0.1,0.13,0.12,0.09,0.04,0.1,0.13,0.12,0.09,0.1,0.04,0.1,0.1,0.18,0.11,0.14,0.07,0.07,0.09,0.13,0,8.75,-0.92,2200,1143.75,1325,5.89,3.04,2.78,6.92,3.98,6.92,11.58,Walking
0.11,0.07,0.1,0.12,0.09,0.13,0.1,0.09,0.13,0.08,0.1,0.09,0.08,0.1,0.15,0.11,0.11,0.08,0.11,0.01,0.08,0.13,0.15,0.11,0.07,0.05,0.09,0.1,0.18,0.07,0,10,0.14,2200,363.46,975,4.7,6.37,3.89,6.08,7.92,6.08,13.8,Jogging
0.09,0.12,0.09,0.08,0.09,0.13,0.09,0.11,0.13,0,0.09,0.13,0.12,0.1,0.09,0.14,0.06,0.09,0.11,0,0.12,0.09,0.12,0.09,0.1,0.09,0.14,0.09,0.08,0,0,8.89,1.98,1110,2262.5,1350,2.22,3.02,1.91,2.66,3.69,2.66,9.83,Walking
0.02,0.06,0.06,0.13,0.13,0.11,0.06,0.14,0.13,0.14,0.06,0.11,0.12,0.11,0.11,0.09,0.1,0.07,0.13,0.1,0.14,0.08,0.1,0.13,0.13,0.05,0.09,0.11,0.09,0.09,0,2.76,0.1,420.83,733.33,3600,5.92,5.47,3.73,8.54,7.25,8.54,10.05,Upstairs
0.05,0.12,0.12,0.13,0.16,0.14,0.07,0.1,0.06,0,0.08,0.1,0.08,0.12,0.1,0.17,0.11,0.1,0.07,0,0.06,0.1,0.11,0.13,0.15,0.08,0.09,0.1,0.11,0,0,9.27,1.98,1875,1250,2783.33,1.52,1.42,1.59,1.72,1.9,1.72,9.88,Upstairs
0.11,0.11,0.08,0.09,0.11,0.09,0.1,0.1,0.1,0.14,0.11,0.08,0.12,0.1,0.1,0.1,0.07,0.1,0.15,0.09,0.06,0.11,0.13,0.15,0.07,0.09,0.08,0.15,0.09,0.09,0,9.29,-1.74,475,4175,450,2.74,2.71,1.58,3.53,3.36,3.53,10.23,Downstairs
0.09,0.09,0.11,0.09,0.12,0.13,0.08,0.13,0.1,0.08,0.13,0.09,0.1,0.1,0.1,0.11,0.12,0.05,0.08,0.13,0.07,0.12,0.11,0.11,0.11,0.09,0.09,0.08,0.13,0.11,0,9.84,0.97,2516.67,1221.43,3775,3.67,4.16,3.76,4.54,4.99,4.54,11.94,Walking
0.06,0.08,0.06,0.09,0.1,0.1,0.13,0.14,0.14,0.13,0.12,0.15,0.14,0.09,0.14,0.13,0.08,0.05,0.06,0.07,0.11,0.12,0.12,0.1,0.09,0.11,0.1,0.07,0.09,0.12,0,6.21,-0.6,2733.33,1625,1116.67,8.17,2.1,1.86,8.77,2.87,8.77,10.93,Upstairs
0.14,0.12,0.12,0.09,0.15,0.08,0.14,0.08,0.09,0,0.1,0.06,0.11,0.11,0.07,0.11,0.11,0.14,0.11,0,0.07,0.15,0.12,0.1,0.11,0.08,0.11,0.09,0.1,0,0,9.14,-0.4,2800,1662.5,3900,2.59,3.96,2.83,3.11,4.71,3.11,10.57,Walking
0.13,0.1,0.12,0.07,0.1,0.12,0.1,0.08,0.09,0.12,0.13,0.08,0.13,0.08,0.1,0.09,0.14,0.06,0.1,0.11,0.12,0.11,0.1,0.08,0.1,0.11,0.06,0.12,0.11,0.11,0,9.16,0.11,3675,763.64,2125,3.91,3.97,3.86,5.45,4.89,5.45,11.45,Walking
0.03,0.05,0.05,0.06,0.11,0.13,0.11,0.13,0.18,0.11,0.12,0.17,0.13,0.13,0.17,0.12,0.05,0.06,0.06,0.02,0.01,0.08,0.12,0.11,0.2,0.13,0.1,0.1,0.06,0.11,0,2.11,0.23,369.23,2225,1566.67,9.25,4.91,4.29,11.34,6.09,11.34,12.7,Jogging
0,0.21,0.09,0.12,0.1,0.1,0.1,0.1,0.11,0.09,0.1,0.12,0.12,0.09,0.09,0.09,0.11,0.1,0.13,0.08,0.1,0.08,0.1,0.1,0.09,0.11,0.11,0.11,0.09,0.12,0,3.64,-0.34,1975,1061.11,1150,10.54,5.56,5.59,12.2,6.55,12.2,15.02,Jogging
0,0.21,0.11,0.14,0.07,0.08,0.1,0.09,0.09,0.12,0.11,0.08,0.12,0.13,0.07,0.1,0.08,0.15,0.07,0.11,0.07,0.12,0.08,0.11,0.12,0.1,0.11,0.13,0.11,0.07,0,3.49,-0.57,2025,635.71,2450,10.95,5.38,5.01,12.55,6.38,12.55,14.89,Jogging
0.06,0.1,0.12,0.08,0.15,0.1,0.07,0.15,0.12,0,0.1,0.1,0.09,0.1,0.09,0.1,0.06,0.11,0.14,0,0.15,0.14,0.06,0.05,0.08,0.12,0.06,0.12,0.13,0,0,9.14,-0.46,1062.5,2183.33,1375,2.73,4.11,3.08,3.37,4.72,3.37,10.69,Walking
0.11,0.09,0.11,0.14,0.06,0.09,0.1,0.1,0.12,0.11,0.08,0.09,0.1,0.07,0.14,0.12,0.09,0.15,0.1,0.08,0.08,0.07,0.09,0.11,0.1,0.11,0.1,0.15,0.11,0.1,0,10.09,-2.01,1160,1120,2075,1.09,1.82,1.01,1.37,2.24,1.37,10.47,Upstairs
0,0,0,0.05,0.09,0.1,0.15,0.14,0.16,0.31,0.06,0.08,0.13,0.07,0.07,0.09,0.09,0.12,0.12,0.19,0.03,0.09,0.07,0.09,0.12,0.11,0.14,0.14,0.11,0.13,0,8.74,1.84,1050,527.27,966.67,3.93,6.15,3.22,5.14,7.01,5.14,11.29,Jogging
0.06,0.08,0.1,0.05,0.08,0.13,0.14,0.09,0.11,0.17,0.12,0.14,0.07,0.07,0.11,0.09,0.11,0.09,0.13,0.09,0.1,0.1,0.09,0.12,0.1,0.1,0.1,0.1,0.11,0.08,0,7.1,1.5,1150,607.14,1775,6.12,5.91,2.91,8.03,6.97,8.03,11.2,Upstairs
0.06,0.09,0.14,0.12,0.13,0.08,0.08,0.11,0.09,0.13,0.15,0.03,0.13,0.13,0.07,0.1,0.09,0.14,0.09,0.07,0.1,0.1,0.11,0.12,0.12,0.09,0.06,0.14,0.09,0.1,0,10.76,-1.21,1666.67,525,3000,4.81,4.26,2.63,5.8,5.19,5.8,12.93,Walking
0.2,0.13,0.11,0.1,0.11,0.08,0.09,0.04,0.09,0.08,0.08,0.08,0.12,0.07,0.1,0.09,0.12,0.12,0.13,0.11,0.12,0.07,0.11,0.13,0.16,0.07,0.09,0.08,0.09,0.1,0,7.63,-0.07,1466.67,3275,1483.33,5.38,3.47,2.77,6.73,4.31,6.73,10.62,Walking
0.1,0.11,0.11,0.1,0.11,0.12,0.06,0.1,0.08,0,0.16,0.09,0.1,0.06,0.13,0.12,0.11,0.07,0.11,0,0.11,0.06,0.14,0.08,0.09,0.11,0.08,0.14,0.08,0,0,3.13,-0.24,430.95,671.43,2750,8.29,6.94,3.68,11.18,8.48,11.18,12.71,Jogging
0.11,0.12,0.1,0.1,0.11,0.13,0.09,0.08,0.09,0.09,0.11,0.11,0.09,0.15,0.11,0.09,0.07,0.12,0.08,0.09,0.06,0.08,0.15,0.14,0.09,0.09,0.09,0.13,0.11,0.08,0,9.91,-0.32,2450,1005.56,2125,4.34,3.95,3.79,5.17,4.94,5.17,12.34,Walking
0.15,0.07,0.07,0.06,0.07,0.07,0.1,0.07,0.12,0.24,0.14,0.09,0.1,0.1,0.09,0.11,0.06,0.08,0.07,0.17,0.16,0.1,0.09,0.07,0.05,0.07,0.12,0.1,0.15,0.11,0,9.52,1.69,2833.33,1041.67,3025,2.14,4.02,2.14,2.83,5.06,2.83,10.74,Upstairs
0.14,0.07,0.11,0.1,0.08,0.1,0.08,0.08,0.14,0.12,0.14,0.1,0.06,0.08,0.07,0.09,0.1,0.13,0.11,0.14,0.1,0.08,0.09,0.13,0.13,0.11,0.05,0.12,0.09,0.12,0,10.25,-1.3,4375,795.45,1466.67,3.51,3.77,3.07,4.55,4.66,4.55,11.97,Walking
